Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,,Disconnection of Humidity
23326,木古内　　　　　　　,ｷｺﾅｲ           ,KIKONAI                       ,　　　　　　　　　　,               ,                              ,41.680,140.437,0010,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2021-10-18,23326, 0, 0, 0, 6, 0,  , 0
23326,木古内　　　　　　　,ｷｺﾅｲ           ,KIKONAI                       ,　　　　　　　　　　,               ,                              ,41.680,140.437,0010,009.9,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2021-10-19,9999-99-99,23326, 0, 0, 0, 0, 0,  , 0
23356,千軒　　　　　　　　,ｾﾝｹﾞﾝ          ,SENGEN                        ,　　　　　　　　　　,               ,                              ,41.558,140.272,0100,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1978-07-19,1982-10-23,23356, 1, 1, 1, 1, 1,  , 1
23356,千軒　　　　　　　　,ｾﾝｹﾞﾝ          ,SENGEN                        ,千軒　　　　　　　　,ｾﾝｹﾞﾝ          ,SENGEN                        ,41.558,140.272,0100,     ,     ,      ,41.558,140.272,0100,1,0,0,0,1, ,0,1982-10-24,9999-99-99,23356, 0, 0, 0, 0, 0,  , 0
23366,小谷石　　　　　　　,ｺﾀﾆｲｼ          ,KOTANIISHI                    ,　　　　　　　　　　,               ,                              ,41.543,140.430,0125,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2004-09-21,23366, 1, 1, 1, 1, 1,  , 1
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-14,1986-05-15,23376, 1, 1, 1, 1, 1,  , 1
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-05-16,2006-10-23,23376, 0, 0, 0, 1, 0,  , 0
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2006-10-24,2008-09-24,23376, 0, 0, 0, 4, 0,  , 0
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,009.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-09-25,2009-10-28,23376, 0, 4, 4, 0, 0,  , 0
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-10-29,2021-03-01,23376, 0, 0, 0, 0, 0,  , 0
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2021-03-17,23376, 0, 0, 0, 6, 0,  , 0
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,010.1,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2021-03-18,9999-99-99,23376, 0, 0, 0, 0, 0,  , 0
23381,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.428,140.110,0022,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-14,23381, 1, 1, 1, 1, 1,  , 1
24041,瀬棚　　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-18,24041, 1, 1, 1, 1, 1,  , 1
24041,瀬棚　　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-19,1990-06-12,24041, 0, 0, 0, 0, 0,  , 0
24041,瀬棚　　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1990-06-13,2005-10-02,24041, 0, 0, 0, 1, 0,  , 0
24041,せたな　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2005-10-03,2008-12-18,24041, 0, 0, 0, 0, 0,  , 0
24041,せたな　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-12-19,2009-11-12,24041, 0, 4, 4, 4, 0,  , 0
24041,せたな　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-11-13,2021-03-01,24041, 0, 0, 0, 0, 0,  , 0
24041,せたな　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,9999-99-99,24041, 0, 0, 0, 6, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,　　　　　　　　　　,               ,                              ,42.428,140.008,0019,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-18,24051, 1, 1, 1, 1, 1,  , 1
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,　　　　　　　　　　,               ,                              ,42.428,140.008,0019,007.9,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-19,1982-10-23,24051, 0, 0, 0, 0, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,007.9,     ,      ,42.428,140.008,0019,1,1,1,1,1, ,0,1982-10-24,1989-08-07,24051, 0, 0, 0, 0, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,007.9,     ,      ,42.428,140.008,0019,1,1,1,1,1, ,0,1989-08-08,2007-12-20,24051, 0, 0, 0, 1, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,007.9,     ,      ,42.428,140.008,0019,1,1,1,1,1, ,0,2007-12-21,2008-03-25,24051, 0, 0, 0, 4, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,007.9,     ,      ,42.428,140.008,0019,1,1,1,1,1, ,0,2008-03-26,2009-11-11,24051, 0, 4, 4, 0, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,010.0,     ,      ,42.428,140.008,0019,1,1,1,1,1, ,0,2009-11-12,2021-03-01,24051, 0, 0, 0, 0, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,010.0,     ,      ,42.428,140.008,0019,1,1,1,2,1, ,0,2021-03-02,2024-10-28,24051, 0, 0, 0, 6, 0,  , 0
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,010.0,     ,      ,42.428,140.008,0019,1,1,1,2,1, ,1,2024-10-29,9999-99-99,24051, 0, 0, 0, 0, 0,  , 0
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2000-01-28,2006-10-19,24101, 1, 1, 1, 1, 1,  , 1
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2006-10-20,2008-09-29,24101, 0, 0, 0, 4, 0,  , 0
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-09-30,2021-03-01,24101, 0, 4, 4, 0, 0,  , 0
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,006.5,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2021-07-12,24101, 0, 0, 0, 6, 0,  , 0
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-07-13,2021-11-16,24101, 0, 0, 0, 0, 0,  , 0
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,009.9,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2021-11-17,9999-99-99,24101, 0, 0, 0, 0, 0,  , 0
24131,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.170,139.510,0009,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-17,1986-05-20,24131, 1, 1, 1, 1, 1,  , 1
24131,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.170,139.510,0009,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-05-21,2000-01-24,24131, 0, 0, 0, 1, 0,  , 0
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,　　　　　　　　　　,               ,                              ,42.130,139.980,0038,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-17,24141, 1, 1, 1, 1, 1,  , 1
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,　　　　　　　　　　,               ,                              ,42.130,139.980,0038,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-18,1982-09-15,24141, 0, 0, 0, 0, 0,  , 0
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,　　　　　　　　　　,               ,                              ,42.130,139.978,0034,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1982-09-16,1982-10-23,24141, 0, 0, 0, 0, 0,  , 0
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,42.130,139.978,0034,008.0,     ,      ,42.130,139.978,0034,1,1,1,1,1, ,0,1982-10-24,1986-11-26,24141, 0, 0, 0, 0, 0,  , 0
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,42.130,139.978,0034,008.0,     ,      ,42.130,139.978,0034,1,1,1,1,1, ,0,1986-11-27,2009-09-28,24141, 0, 0, 0, 1, 0,  , 0
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,42.128,139.985,0012,010.0,     ,      ,42.128,139.985,0012,1,1,1,1,1, ,0,2009-09-29,2021-03-01,24141, 0, 4, 4, 4, 0,  , 0
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,42.128,139.985,0012,010.0,     ,      ,42.128,139.985,0012,1,1,1,2,1, ,0,2021-03-02,9999-99-99,24141, 0, 0, 0, 6, 0,  , 0
24156,米岡　　　　　　　　,ﾖﾈｵｶ           ,YONEOKA                       ,　　　　　　　　　　,               ,                              ,42.067,139.438,0036,006.8,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2003-01-01,2004-03-17,24156, 1, 1, 1, 1, 1,  , 1
24156,米岡　　　　　　　　,ﾖﾈｵｶ           ,YONEOKA                       ,　　　　　　　　　　,               ,                              ,42.072,139.428,0052,010.4,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2004-03-18,2006-03-24,24156, 0, 0, 0, 0, 0,  , 0
24156,米岡　　　　　　　　,ﾖﾈｵｶ           ,YONEOKA                       ,　　　　　　　　　　,               ,                              ,42.072,139.432,0049,010.4,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2006-03-25,2009-01-29,24156, 0, 0, 0, 0, 0,  , 0
24156,米岡　　　　　　　　,ﾖﾈｵｶ           ,YONEOKA                       ,　　　　　　　　　　,               ,                              ,42.072,139.432,0049,010.4,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2009-01-30,2020-11-04,24156, 0, 4, 4, 0, 0,  , 0
24156,米岡　　　　　　　　,ﾖﾈｵｶ           ,YONEOKA                       ,　　　　　　　　　　,               ,                              ,42.072,139.432,0049,010.0,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2020-11-05,9999-99-99,24156, 0, 0, 0, 0, 0,  , 0
24166,潮見　　　　　　　　,ｼｵﾐ            ,SHIOMI                        ,　　　　　　　　　　,               ,                              ,42.037,140.090,0040,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1982-06-21,24166, 1, 1, 1, 1, 1,  , 1
24166,潮見　　　　　　　　,ｼｵﾐ            ,SHIOMI                        ,　　　　　　　　　　,               ,                              ,42.038,140.088,0050,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1982-06-22,9999-99-99,24166, 0, 0, 0, 0, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,　　　　　　　　　　,               ,                              ,41.935,140.318,0061,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-18,1982-10-23,24201, 1, 1, 1, 1, 1,  , 1
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.935,140.318,0061,006.5,     ,      ,41.930,140.312,0053,1,1,1,1,1, ,0,1982-10-24,1990-05-14,24201, 0, 0, 0, 0, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.935,140.318,0061,006.5,     ,      ,41.930,140.312,0053,1,1,1,1,1, ,0,1990-05-15,1992-10-20,24201, 0, 0, 0, 1, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,009.4,     ,      ,41.930,140.312,0053,1,1,1,1,1, ,0,1992-10-21,2007-12-25,24201, 0, 0, 0, 0, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,009.4,     ,      ,41.930,140.312,0053,1,1,1,1,1, ,0,2007-12-26,2008-03-25,24201, 0, 0, 0, 4, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,009.4,     ,      ,41.930,140.312,0053,1,1,1,1,1, ,0,2008-03-26,2009-09-17,24201, 0, 4, 4, 0, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,010.0,     ,      ,41.930,140.312,0053,1,1,1,1,1, ,0,2009-09-18,2021-03-01,24201, 0, 0, 0, 0, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,010.0,     ,      ,41.930,140.312,0053,1,1,1,2,1, ,0,2021-03-02,2024-11-07,24201, 0, 0, 0, 6, 0,  , 0
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,010.0,     ,      ,41.930,140.312,0053,1,1,1,2,1, ,1,2024-11-08,9999-99-99,24201, 0, 0, 0, 0, 0,  , 0
24216,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,　　　　　　　　　　,               ,                              ,41.862,140.122,0030,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-03-06,24216, 1, 1, 1, 1, 1,  , 1
24216,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,　　　　　　　　　　,               ,                              ,41.862,140.122,0030,013.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-03-07,1979-09-01,24216, 0, 0, 0, 0, 0,  , 0
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,　　　　　　　　　　,               ,                              ,41.867,140.123,0004,019.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1979-09-01,1986-12-31,24216, 0, 0, 0, 0, 0,  , 0
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,　　　　　　　　　　,               ,                              ,41.867,140.123,0004,019.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-01-01,1999-02-28,24217, 0, 0, 0, 1, 0,  , 0
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,41.867,140.123,0004,019.4,     ,      ,41.867,140.123,0004,1,1,1,1,1, ,0,1999-03-01,2008-03-25,24217, 0, 0, 0, 0, 0,  , 0
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,41.867,140.123,0004,019.4,     ,      ,41.867,140.123,0004,1,1,1,1,1, ,0,2008-03-26,2011-10-19,24217, 0, 4, 4, 0, 0,  , 0
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,41.867,140.123,0004,019.5,     ,      ,41.867,140.123,0004,1,1,1,1,1, ,0,2011-10-20,2021-03-01,24217, 0, 0, 0, 0, 0,  , 0
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,41.867,140.123,0004,019.5,     ,      ,41.867,140.123,0004,1,1,1,1,1, ,1,2021-03-02,9999-99-99,24217, 0, 0, 0, 0, 0,  , 0
24236,石崎　　　　　　　　,ｲｼｻﾞｷ          ,ISHIZAKI                      ,　　　　　　　　　　,               ,                              ,41.702,140.027,0008,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1977-10-20,2001-03-15,24236, 1, 1, 1, 1, 1,  , 1
24236,石崎　　　　　　　　,ｲｼｻﾞｷ          ,ISHIZAKI                      ,　　　　　　　　　　,               ,                              ,41.700,140.028,0005,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2001-03-16,9999-99-99,24236, 0, 0, 0, 0, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,　　　　　　　　　　,               ,                              ,41.527,140.912,0014,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-24,1976-11-23,31001, 1, 1, 1, 1, 1,  , 1
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,　　　　　　　　　　,               ,                              ,41.527,140.912,0014,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1976-11-24,1983-09-29,31001, 0, 0, 0, 0, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,006.5,     ,      ,41.527,140.933,0020,1,1,1,1,1, ,0,1983-09-30,1986-04-23,31001, 0, 0, 0, 0, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,006.5,     ,      ,41.527,140.933,0020,1,1,1,1,1, ,0,1986-04-24,1997-10-28,31001, 0, 0, 0, 1, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,006.5,     ,      ,41.527,140.912,0014,1,1,1,1,1, ,0,1997-10-29,2006-10-12,31001, 0, 0, 0, 0, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,010.0,     ,      ,41.527,140.912,0014,1,1,1,1,1, ,0,2006-10-13,2008-10-02,31001, 0, 0, 0, 4, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,010.0,     ,      ,41.527,140.912,0014,1,1,1,1,1, ,0,2008-10-03,2021-03-01,31001, 0, 4, 4, 0, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,010.0,     ,      ,41.527,140.912,0014,1,1,1,2,1, ,0,2021-03-02,2023-09-21,31001, 0, 0, 0, 6, 0,  , 0
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,009.9,     ,      ,41.527,140.912,0014,1,1,1,2,1, ,1,2023-09-22,9999-99-99,31001, 0, 0, 0, 0, 0,  , 0
31036,湯野川　　　　　　　,ﾕﾉｶﾜ           ,YUNOKAWA                      ,　　　　　　　　　　,               ,                              ,41.313,140.957,0162,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2005-10-21,9999-99-99,31036, 1, 1, 1, 1, 1,  , 1
31106,障子山　　　　　　　,ｼｮｳｼﾞﾔﾏ        ,SHOJIYAMA                     ,　　　　　　　　　　,               ,                              ,41.277,141.097,0740,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2005-10-21,31106, 1, 1, 1, 1, 1,  , 1
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,　　　　　　　　　　,               ,                              ,41.283,141.210,0003,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-12-09,31111, 1, 1, 1, 1, 1,  , 1
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,　　　　　　　　　　,               ,                              ,41.283,141.210,0003,010.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-12-10,1987-12-31,31111, 0, 0, 0, 0, 0,  , 0
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,　　　　　　　　　　,               ,                              ,41.283,141.210,0003,010.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1988-01-01,1998-03-01,31111, 0, 0, 0, 1, 0,  , 0
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,41.283,141.210,0003,010.6,     ,      ,41.283,141.210,0003,1,1,1,1,1, ,0,1998-03-02,2008-03-25,31111, 0, 0, 0, 0, 0,  , 0
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,41.283,141.210,0003,010.6,     ,      ,41.283,141.210,0003,1,1,1,1,1, ,0,2008-03-26,2011-10-12,31111, 0, 4, 4, 0, 0,  , 0
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,41.283,141.210,0003,011.1,     ,      ,41.283,141.210,0003,1,1,1,1,1, ,0,2011-10-13,2021-03-01,31111, 0, 0, 0, 0, 0,  , 0
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,41.283,141.210,0003,011.1,     ,      ,41.283,141.210,0003,1,1,1,1,1, ,1,2021-03-02,9999-99-99,31111, 0, 0, 0, 0, 0,  , 0
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.225,141.397,0006,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1976-11-22,1986-07-31,31121, 1, 1, 1, 1, 1,  , 1
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.235,141.397,0006,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-08-01,1986-08-27,31121, 0, 0, 0, 0, 0,  , 0
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.235,141.397,0006,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-08-28,2008-12-01,31121, 0, 0, 0, 1, 0,  , 0
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.235,141.397,0006,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-12-02,2009-11-30,31121, 0, 4, 4, 4, 0,  , 0
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.235,141.397,0006,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-12-01,2021-03-01,31121, 0, 0, 0, 0, 0,  , 0
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.235,141.397,0006,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,9999-99-99,31121, 0, 0, 0, 6, 0,  , 0
31136,今別　　　　　　　　,ｲﾏﾍﾞﾂ          ,IMABETSU                      ,　　　　　　　　　　,               ,                              ,41.182,140.480,0007,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-21,1976-11-15,31136, 1, 1, 1, 1, 1,  , 1
