Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Start Date,End Date
31336,六ケ所　　　　　　　,ﾛｯｶｼｮ          ,ROKKASHO                      ,　　　　　　　　　　,               ,                              ,40.885,141.272,0080,008.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
31366,鰺ケ沢　　　　　　　,ｱｼﾞｶﾞｻﾜ        ,AJIGASAWA                     ,鰺ケ沢　　　　　　　,ｱｼﾞｶﾞｻﾜ        ,AJIGASAWA                     ,40.777,140.205,0040,010.1,     ,      ,40.777,140.205,0040,2022-10-31,9999-99-99
31436,深浦　　　　　　　　,ﾌｶｳﾗ           ,FUKAURA                       ,深浦　　　　　　　　,ﾌｶｳﾗ           ,FUKAURA                       ,40.645,139.932,0066,022.2,     ,      ,40.645,139.932,0066,2022-10-31,9999-99-99
31461,弘前　　　　　　　　,ﾋﾛｻｷ           ,HIROSAKI                      ,弘前　　　　　　　　,ﾋﾛｻｷ           ,HIROSAKI                      ,40.612,140.455,0030,010.0,     ,      ,40.612,140.455,0030,2022-10-31,9999-99-99
31466,黒石　　　　　　　　,ｸﾛｲｼ           ,KUROISHI                      ,　　　　　　　　　　,               ,                              ,40.667,140.585,0030,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
31506,三沢　　　　　　　　,ﾐｻﾜ            ,MISAWA                        ,　　　　　　　　　　,               ,                              ,40.675,141.375,0039,008.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
31586,十和田　　　　　　　,ﾄﾜﾀﾞ           ,TOWADA                        ,十和田　　　　　　　,ﾄﾜﾀﾞ           ,TOWADA                        ,40.607,141.233,0055,010.0,     ,      ,40.607,141.233,0055,2022-10-31,9999-99-99
31602,八戸　　　　　　　　,ﾊﾁﾉﾍ           ,HACHINOHE                     ,八戸　　　　　　　　,ﾊﾁﾉﾍ           ,HACHINOHE                     ,40.527,141.522,0027,027.5,     ,      ,40.527,141.522,0027,2022-10-31,9999-99-99
31646,碇ケ関　　　　　　　,ｲｶﾘｶﾞｾｷ        ,IKARIGASEKI                   ,碇ケ関　　　　　　　,ｲｶﾘｶﾞｾｷ        ,IKARIGASEKI                   ,40.482,140.620,0135,010.1,     ,      ,40.482,140.620,0135,2022-10-31,9999-99-99
31721,三戸　　　　　　　　,ｻﾝﾉﾍ           ,SANNOHE                       ,三戸　　　　　　　　,ｻﾝﾉﾍ           ,SANNOHE                       ,40.383,141.257,0060,009.9,     ,      ,40.383,141.257,0060,2022-10-31,9999-99-99
32056,八森　　　　　　　　,ﾊﾁﾓﾘ           ,HACHIMORI                     ,　　　　　　　　　　,               ,                              ,40.413,139.948,0034,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32111,能代　　　　　　　　,ﾉｼﾛ            ,NOSHIRO                       ,能代　　　　　　　　,ﾉｼﾛ            ,NOSHIRO                       ,40.198,140.032,0006,019.0,     ,      ,40.198,140.032,0006,2022-10-31,9999-99-99
32126,鷹巣　　　　　　　　,ﾀｶﾉｽ           ,TAKANOSU                      ,鷹巣　　　　　　　　,ﾀｶﾉｽ           ,TAKANOSU                      ,40.227,140.372,0029,010.3,     ,      ,40.227,140.372,0029,2022-10-31,9999-99-99
32146,鹿角　　　　　　　　,ｶﾂﾞﾉ           ,KAZUNO                        ,鹿角　　　　　　　　,ｶﾂﾞﾉ           ,KAZUNO                        ,40.215,140.787,0123,010.0,     ,      ,40.215,140.787,0123,2022-10-31,9999-99-99
32206,湯瀬　　　　　　　　,ﾕｾﾞ            ,YUZE                          ,　　　　　　　　　　,               ,                              ,40.120,140.840,0214,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32266,八幡平　　　　　　　,ﾊﾁﾏﾝﾀｲ         ,HACHIMANTAI                   ,　　　　　　　　　　,               ,                              ,40.013,140.802,0578,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32286,男鹿　　　　　　　　,ｵｶﾞ            ,OGA                           ,　　　　　　　　　　,               ,                              ,39.912,139.900,0020,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32296,五城目　　　　　　　,ｺﾞｼﾞｮｳﾒ        ,GOJOME                        ,五城目　　　　　　　,ｺﾞｼﾞｮｳﾒ        ,GOJOME                        ,39.938,140.115,0006,006.4,     ,      ,39.938,140.115,0006,2022-10-31,9999-99-99
32402,秋田　　　　　　　　,ｱｷﾀ            ,AKITA                         ,秋田　　　　　　　　,ｱｷﾀ            ,AKITA                         ,39.717,140.098,0006,040.8,     ,      ,39.717,140.098,0006,2022-10-31,9999-99-99
32407,岩見三内　　　　　　,ｲﾜﾐｻﾝﾅｲ        ,IWAMISANNAI                   ,　　　　　　　　　　,               ,                              ,39.707,140.287,0041,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32476,田沢湖　　　　　　　,ﾀｻﾞﾜｺ          ,TAZAWA-KO                     ,　　　　　　　　　　,               ,                              ,39.698,140.732,0230,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32496,大正寺　　　　　　　,ﾀﾞｲｼｮｳｼﾞ       ,DAISHOJI                      ,大正寺　　　　　　　,ﾀﾞｲｼｮｳｼﾞ       ,DAISHOJI                      ,39.527,140.233,0020,006.5,     ,      ,39.527,140.233,0020,2022-10-31,9999-99-99
32551,大曲　　　　　　　　,ｵｵﾏｶﾞﾘ         ,OMAGARI                       ,　　　　　　　　　　,               ,                              ,39.490,140.495,0030,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32571,本荘　　　　　　　　,ﾎﾝｼﾞｮｳ         ,HONJO                         ,本荘　　　　　　　　,ﾎﾝｼﾞｮｳ         ,HONJO                         ,39.360,140.055,0011,006.4,     ,      ,39.360,140.055,0011,2022-10-31,9999-99-99
32596,横手　　　　　　　　,ﾖｺﾃ            ,YOKOTE                        ,横手　　　　　　　　,ﾖｺﾃ            ,YOKOTE                        ,39.320,140.555,0059,009.9,     ,      ,39.320,140.555,0059,2022-10-31,9999-99-99
32616,にかほ　　　　　　　,ﾆｶﾎ            ,NIKAHO                        ,　　　　　　　　　　,               ,                              ,39.255,139.913,0007,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
32626,矢島　　　　　　　　,ﾔｼﾏ            ,YASHIMA                       ,矢島　　　　　　　　,ﾔｼﾏ            ,YASHIMA                       ,39.235,140.137,0046,010.0,     ,      ,39.235,140.137,0046,2022-10-31,9999-99-99
32691,湯沢　　　　　　　　,ﾕｻﾞﾜ           ,YUZAWA                        ,湯沢　　　　　　　　,ﾕｻﾞﾜ           ,YUZAWA                        ,39.187,140.463,0074,009.9,     ,      ,39.187,140.463,0074,2022-10-31,9999-99-99
32771,湯の岱　　　　　　　,ﾕﾉﾀｲ           ,YUNOTAI                       ,湯の岱　　　　　　　,ﾕﾉﾀｲ           ,YUNOTAI                       ,38.960,140.528,0335,006.5,     ,      ,38.960,140.528,0335,2022-10-31,9999-99-99
33006,種市　　　　　　　　,ﾀﾈｲﾁ           ,TANEICHI                      ,　　　　　　　　　　,               ,                              ,40.403,141.700,0070,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33026,軽米　　　　　　　　,ｶﾙﾏｲ           ,KARUMAI                       ,　　　　　　　　　　,               ,                              ,40.325,141.467,0148,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33146,久慈　　　　　　　　,ｸｼﾞ            ,KUJI                          ,久慈　　　　　　　　,ｸｼﾞ            ,KUJI                          ,40.168,141.748,0013,009.9,     ,      ,40.168,141.748,0013,2022-10-31,9999-99-99
33166,荒屋　　　　　　　　,ｱﾗﾔ            ,ARAYA                         ,　　　　　　　　　　,               ,                              ,40.103,141.050,0290,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33186,葛巻　　　　　　　　,ｸｽﾞﾏｷ          ,KUZUMAKI                      ,葛巻　　　　　　　　,ｸｽﾞﾏｷ          ,KUZUMAKI                      ,40.040,141.457,0418,010.0,     ,      ,40.040,141.457,0418,2022-10-31,9999-99-99
33206,普代　　　　　　　　,ﾌﾀﾞｲ           ,FUDAI                         ,　　　　　　　　　　,               ,                              ,40.003,141.883,0008,009.3,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33226,岩手松尾　　　　　　,ｲﾜﾃﾏﾂｵ         ,IWATE-MATSUO                  ,岩手松尾　　　　　　,ｲﾜﾃﾏﾂｵ         ,IWATE-MATSUO                  ,39.952,141.065,0275,009.9,     ,      ,39.952,141.065,0275,2022-10-31,9999-99-99
33326,岩泉　　　　　　　　,ｲﾜｲｽﾞﾐ         ,IWAIZUMI                      ,岩泉　　　　　　　　,ｲﾜｲｽﾞﾐ         ,IWAIZUMI                      ,39.847,141.795,0105,009.9,     ,      ,39.847,141.795,0105,2022-10-31,9999-99-99
33336,小本　　　　　　　　,ｵﾓﾄ            ,OMOTO                         ,　　　　　　　　　　,               ,                              ,39.847,141.963,0003,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33371,薮川　　　　　　　　,ﾔﾌﾞｶﾜ          ,YABUKAWA                      ,　　　　　　　　　　,               ,                              ,39.783,141.328,0680,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33431,盛岡　　　　　　　　,ﾓﾘｵｶ           ,MORIOKA                       ,盛岡　　　　　　　　,ﾓﾘｵｶ           ,MORIOKA                       ,39.698,141.165,0155,015.5,     ,      ,39.698,141.165,0155,2022-10-31,9999-99-99
33441,区界　　　　　　　　,ｸｻﾞｶｲ          ,KUZAKAI                       ,区界　　　　　　　　,ｸｻﾞｶｲ          ,KUZAKAI                       ,39.650,141.353,0734,010.0,     ,      ,39.650,141.353,0734,2022-10-31,9999-99-99
33472,宮古　　　　　　　　,ﾐﾔｺ            ,MIYAKO                        ,宮古　　　　　　　　,ﾐﾔｺ            ,MIYAKO                        ,39.647,141.965,0043,020.3,     ,      ,39.647,141.965,0043,2022-10-31,9999-99-99
33486,沢内　　　　　　　　,ｻﾜｳﾁ           ,SAWAUCHI                      ,　　　　　　　　　　,               ,                              ,39.548,140.843,0407,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33631,湯田　　　　　　　　,ﾕﾀﾞ            ,YUDA                          ,湯田　　　　　　　　,ﾕﾀﾞ            ,YUDA                          ,39.310,140.777,0250,009.9,     ,      ,39.310,140.777,0250,2022-10-31,9999-99-99
33671,遠野　　　　　　　　,ﾄｵﾉ            ,TOONO                         ,遠野　　　　　　　　,ﾄｵﾉ            ,TOONO                         ,39.338,141.543,0275,010.1,     ,      ,39.338,141.543,0275,2022-10-31,9999-99-99
33716,北上　　　　　　　　,ｷﾀｶﾐ           ,KITAKAMI                      ,北上　　　　　　　　,ｷﾀｶﾐ           ,KITAKAMI                      ,39.288,141.110,0061,006.4,     ,      ,39.288,141.110,0061,2022-10-31,9999-99-99
33776,若柳　　　　　　　　,ﾜｶﾔﾅｷﾞ         ,WAKAYANAGI                    ,　　　　　　　　　　,               ,                              ,39.140,141.063,0097,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33801,住田　　　　　　　　,ｽﾐﾀ            ,SUMITA                        ,　　　　　　　　　　,               ,                              ,39.142,141.573,0080,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
33877,大船渡　　　　　　　,ｵｵﾌﾅﾄ          ,OFUNATO                       ,大船渡　　　　　　　,ｵｵﾌﾅﾄ          ,OFUNATO                       ,39.063,141.713,0037,022.2,     ,      ,39.063,141.713,0037,2022-10-31,9999-99-99
33911,一関　　　　　　　　,ｲﾁﾉｾｷ          ,ICHINOSEKI                    ,一関　　　　　　　　,ｲﾁﾉｾｷ          ,ICHINOSEKI                    ,38.933,141.125,0032,010.1,     ,      ,38.933,141.125,0032,2022-10-31,9999-99-99
33921,千厩　　　　　　　　,ｾﾝﾏﾔ           ,SEMMAYA                       ,　　　　　　　　　　,               ,                              ,38.922,141.330,0120,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34012,駒ノ湯　　　　　　　,ｺﾏﾉﾕ           ,KOMANOYU                      ,駒ノ湯　　　　　　　,ｺﾏﾉﾕ           ,KOMANOYU                      ,38.913,140.828,0532,010.0,     ,      ,38.913,140.828,0532,2022-10-31,9999-99-99
34026,気仙沼　　　　　　　,ｹｾﾝﾇﾏ          ,KESENNUMA                     ,　　　　　　　　　　,               ,                              ,38.907,141.557,0062,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34111,築館　　　　　　　　,ﾂｷﾀﾞﾃ          ,TSUKIDATE                     ,　　　　　　　　　　,               ,                              ,38.735,141.005,0025,006.6,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34171,米山　　　　　　　　,ﾖﾈﾔﾏ           ,YONEYAMA                      ,　　　　　　　　　　,               ,                              ,38.625,141.187,0004,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34186,志津川　　　　　　　,ｼﾂﾞｶﾞﾜ         ,SHIZUGAWA                     ,　　　　　　　　　　,               ,                              ,38.682,141.448,0039,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34216,古川　　　　　　　　,ﾌﾙｶﾜ           ,FURUKAWA                      ,古川　　　　　　　　,ﾌﾙｶﾜ           ,FURUKAWA                      ,38.598,140.912,0028,006.6,     ,      ,38.598,140.912,0028,2022-10-31,9999-99-99
34292,石巻　　　　　　　　,ｲｼﾉﾏｷ          ,ISHINOMAKI                    ,石巻　　　　　　　　,ｲｼﾉﾏｷ          ,ISHINOMAKI                    ,38.427,141.298,0043,028.6,     ,      ,38.427,141.298,0043,2022-10-31,9999-99-99
34296,女川　　　　　　　　,ｵﾅｶﾞﾜ          ,ONAGAWA                       ,　　　　　　　　　　,               ,                              ,38.447,141.450,0038,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34311,新川　　　　　　　　,ﾆｯｶﾜ           ,NIKKAWA                       ,新川　　　　　　　　,ﾆｯｶﾜ           ,NIKKAWA                       ,38.303,140.637,0265,010.1,     ,      ,38.303,140.637,0265,2022-10-31,9999-99-99
34331,塩釜　　　　　　　　,ｼｵｶﾞﾏ          ,SHIOGAMA                      ,　　　　　　　　　　,               ,                              ,38.338,141.013,0105,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
34392,仙台　　　　　　　　,ｾﾝﾀﾞｲ          ,SENDAI                        ,仙台　　　　　　　　,ｾﾝﾀﾞｲ          ,SENDAI                        ,38.262,140.897,0039,052.6,     ,      ,38.262,140.897,0039,2022-10-31,9999-99-99
34461,白石　　　　　　　　,ｼﾛｲｼ           ,SHIROISHI                     ,白石　　　　　　　　,ｼﾛｲｼ           ,SHIROISHI                     ,38.015,140.612,0086,010.1,     ,      ,38.015,140.612,0086,2022-10-31,9999-99-99
34462,蔵王　　　　　　　　,ｻﾞｵｳ           ,ZAO                           ,　　　　　　　　　　,               ,                              ,38.127,140.680,0112,006.6,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35002,飛島　　　　　　　　,ﾄﾋﾞｼﾏ          ,TOBISHIMA                     ,　　　　　　　　　　,               ,                              ,39.183,139.543,0058,020.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35052,酒田　　　　　　　　,ｻｶﾀ            ,SAKATA                        ,酒田　　　　　　　　,ｻｶﾀ            ,SAKATA                        ,38.908,139.843,0003,026.6,     ,      ,38.908,139.843,0003,2022-10-31,9999-99-99
35071,差首鍋　　　　　　　,ｻｽﾅﾍﾞ          ,SASUNABE                      ,　　　　　　　　　　,               ,                              ,38.918,140.200,0088,008.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35141,鶴岡　　　　　　　　,ﾂﾙｵｶ           ,TSURUOKA                      ,　　　　　　　　　　,               ,                              ,38.735,139.828,0016,010.1,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35146,狩川　　　　　　　　,ｶﾘｶﾜ           ,KARIKAWA                      ,狩川　　　　　　　　,ｶﾘｶﾜ           ,KARIKAWA                      ,38.800,139.973,0017,009.9,     ,      ,38.800,139.973,0017,2022-10-31,9999-99-99
35162,新庄　　　　　　　　,ｼﾝｼﾞｮｳ         ,SHINJO                        ,新庄　　　　　　　　,ｼﾝｼﾞｮｳ         ,SHINJO                        ,38.757,140.312,0105,031.6,     ,      ,38.757,140.312,0105,2022-10-31,9999-99-99
35176,向町　　　　　　　　,ﾑｶｲﾏﾁ          ,MUKAIMACHI                    ,向町　　　　　　　　,ﾑｶｲﾏﾁ          ,MUKAIMACHI                    ,38.758,140.517,0212,009.9,     ,      ,38.758,140.517,0212,2022-10-31,9999-99-99
35231,尾花沢　　　　　　　,ｵﾊﾞﾅｻﾞﾜ        ,OBANAZAWA                     ,尾花沢　　　　　　　,ｵﾊﾞﾅｻﾞﾜ        ,OBANAZAWA                     ,38.608,140.412,0106,008.9,     ,      ,38.608,140.412,0106,2022-10-31,9999-99-99
35246,鼠ケ関　　　　　　　,ﾈｽﾞｶﾞｾｷ        ,NEZUGASEKI                    ,　　　　　　　　　　,               ,                              ,38.567,139.552,0018,010.2,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35332,村山　　　　　　　　,ﾑﾗﾔﾏ           ,MURAYAMA                      ,　　　　　　　　　　,               ,                              ,38.460,140.348,0080,006.7,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35376,左沢　　　　　　　　,ｱﾃﾗｻﾞﾜ         ,ATERAZAWA                     ,左沢　　　　　　　　,ｱﾃﾗｻﾞﾜ         ,ATERAZAWA                     ,38.370,140.192,0133,006.5,     ,      ,38.370,140.192,0133,2022-10-31,9999-99-99
35426,山形　　　　　　　　,ﾔﾏｶﾞﾀ          ,YAMAGATA                      ,山形　　　　　　　　,ﾔﾏｶﾞﾀ          ,YAMAGATA                      ,38.255,140.345,0153,014.9,     ,      ,38.255,140.345,0153,2022-10-31,9999-99-99
35456,長井　　　　　　　　,ﾅｶﾞｲ           ,NAGAI                         ,長井　　　　　　　　,ﾅｶﾞｲ           ,NAGAI                         ,38.105,140.015,0210,008.9,     ,      ,38.105,140.015,0210,2022-10-31,9999-99-99
35486,小国　　　　　　　　,ｵｸﾞﾆ           ,OGUNI                         ,小国　　　　　　　　,ｵｸﾞﾆ           ,OGUNI                         ,38.078,139.735,0140,009.9,     ,      ,38.078,139.735,0140,2022-10-31,9999-99-99
35511,高畠　　　　　　　　,ﾀｶﾊﾀ           ,TAKAHATA                      ,　　　　　　　　　　,               ,                              ,38.003,140.207,0220,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35541,高峰　　　　　　　　,ﾀｶﾐﾈ           ,TAKAMINE                      ,　　　　　　　　　　,               ,                              ,37.990,139.953,0260,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
35552,米沢　　　　　　　　,ﾖﾈｻﾞﾜ          ,YONEZAWA                      ,米沢　　　　　　　　,ﾖﾈｻﾞﾜ          ,YONEZAWA                      ,37.912,140.143,0245,009.3,     ,      ,37.912,140.143,0245,2022-10-31,9999-99-99
36127,福島　　　　　　　　,ﾌｸｼﾏ           ,FUKUSHIMA                     ,福島　　　　　　　　,ﾌｸｼﾏ           ,FUKUSHIMA                     ,37.758,140.470,0067,012.0,     ,      ,37.758,140.470,0067,2022-10-31,9999-99-99
36151,相馬　　　　　　　　,ｿｳﾏ            ,SOMA                          ,　　　　　　　　　　,               ,                              ,37.783,140.925,0009,006.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36176,喜多方　　　　　　　,ｷﾀｶﾀ           ,KITAKATA                      ,　　　　　　　　　　,               ,                              ,37.658,139.863,0212,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36196,鷲倉　　　　　　　　,ﾜｼｸﾗ           ,WASHIKURA                     ,　　　　　　　　　　,               ,                              ,37.668,140.260,1220,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36251,西会津　　　　　　　,ﾆｼｱｲﾂﾞ         ,NISHIAIZU                     ,西会津　　　　　　　,ﾆｼｱｲﾂﾞ         ,NISHIAIZU                     ,37.588,139.657,0165,009.9,     ,      ,37.588,139.657,0165,2022-10-31,9999-99-99
36276,猪苗代　　　　　　　,ｲﾅﾜｼﾛ          ,INAWASHIRO                    ,猪苗代　　　　　　　,ｲﾅﾜｼﾛ          ,INAWASHIRO                    ,37.552,140.108,0519,009.9,     ,      ,37.552,140.108,0519,2022-10-31,9999-99-99
36342,金山　　　　　　　　,ｶﾈﾔﾏ           ,KANEYAMA                      ,金山　　　　　　　　,ｶﾈﾔﾏ           ,KANEYAMA                      ,37.473,139.528,0296,010.0,     ,      ,37.473,139.528,0296,2022-10-31,9999-99-99
36361,若松　　　　　　　　,ﾜｶﾏﾂ           ,WAKAMATSU                     ,若松　　　　　　　　,ﾜｶﾏﾂ           ,WAKAMATSU                     ,37.488,139.910,0212,019.1,     ,      ,37.488,139.910,0212,2022-10-31,9999-99-99
36391,船引　　　　　　　　,ﾌﾈﾋｷ           ,FUNEHIKI                      ,　　　　　　　　　　,               ,                              ,37.435,140.577,0421,006.5,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36411,浪江　　　　　　　　,ﾅﾐｴ            ,NAMIE                         ,　　　　　　　　　　,               ,                              ,37.492,140.965,0043,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36426,只見　　　　　　　　,ﾀﾀﾞﾐ           ,TADAMI                        ,只見　　　　　　　　,ﾀﾀﾞﾐ           ,TADAMI                        ,37.343,139.313,0377,010.4,     ,      ,37.343,139.313,0377,2022-10-31,9999-99-99
36476,郡山　　　　　　　　,ｺｵﾘﾔﾏ          ,KOORIYAMA                     ,　　　　　　　　　　,               ,                              ,37.368,140.330,0249,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36501,川内　　　　　　　　,ｶﾜｳﾁ           ,KAWAUCHI                      ,　　　　　　　　　　,               ,                              ,37.337,140.808,0410,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36536,南郷　　　　　　　　,ﾅﾝｺﾞｳ          ,NANGO                         ,南郷　　　　　　　　,ﾅﾝｺﾞｳ          ,NANGO                         ,37.265,139.537,0494,007.9,     ,      ,37.265,139.537,0494,2022-10-31,9999-99-99
36562,湯本　　　　　　　　,ﾕﾓﾄ            ,YUMOTO                        ,湯本　　　　　　　　,ﾕﾓﾄ            ,YUMOTO                        ,37.277,140.063,0646,009.8,     ,      ,37.277,140.063,0646,2022-10-31,9999-99-99
36591,小野新町　　　　　　,ｵﾉﾆｲﾏﾁ         ,ONO-NIIMACHI                  ,　　　　　　　　　　,               ,                              ,37.287,140.625,0433,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36611,広野　　　　　　　　,ﾋﾛﾉ            ,HIRONO                        ,　　　　　　　　　　,               ,                              ,37.233,141.000,0043,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36667,白河　　　　　　　　,ｼﾗｶﾜ           ,SHIRAKAWA                     ,白河　　　　　　　　,ｼﾗｶﾜ           ,SHIRAKAWA                     ,37.132,140.215,0355,045.3,     ,      ,37.132,140.215,0355,2022-10-31,9999-99-99
36716,桧枝岐　　　　　　　,ﾋﾉｴﾏﾀ          ,HINOEMATA                     ,桧枝岐　　　　　　　,ﾋﾉｴﾏﾀ          ,HINOEMATA                     ,37.010,139.375,0973,009.9,     ,      ,37.010,139.375,0973,2022-10-31,9999-99-99
36821,東白川　　　　　　　,ﾋｶﾞｼｼﾗｶﾜ       ,HIGASHISHIRAKAWA              ,　　　　　　　　　　,               ,                              ,36.938,140.408,0183,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36836,山田　　　　　　　　,ﾔﾏﾀﾞ           ,YAMADA                        ,　　　　　　　　　　,               ,                              ,36.933,140.733,0025,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
36846,小名浜　　　　　　　,ｵﾅﾊﾏ           ,ONAHAMA                       ,　　　　　　　　　　,               ,                              ,36.947,140.903,0003,020.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40046,北茨城　　　　　　　,ｷﾀｲﾊﾞﾗｷ        ,KITAIBARAKI                   ,　　　　　　　　　　,               ,                              ,36.833,140.772,0005,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40061,大子　　　　　　　　,ﾀﾞｲｺﾞ          ,DAIGO                         ,　　　　　　　　　　,               ,                              ,36.778,140.345,0120,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40136,日立　　　　　　　　,ﾋﾀﾁ            ,HITACHI                       ,　　　　　　　　　　,               ,                              ,36.580,140.645,0034,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40191,笠間　　　　　　　　,ｶｻﾏ            ,KASAMA                        ,　　　　　　　　　　,               ,                              ,36.395,140.240,0072,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40201,水戸　　　　　　　　,ﾐﾄ             ,MITO                          ,水戸　　　　　　　　,ﾐﾄ             ,MITO                          ,36.380,140.467,0029,014.1,     ,      ,36.380,140.467,0029,2022-10-31,9999-99-99
40221,古河　　　　　　　　,ｺｶﾞ            ,KOGA                          ,　　　　　　　　　　,               ,                              ,36.202,139.717,0020,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40231,下館　　　　　　　　,ｼﾓﾀﾞﾃ          ,SHIMODATE                     ,　　　　　　　　　　,               ,                              ,36.282,139.988,0024,006.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40281,下妻　　　　　　　　,ｼﾓﾂﾏ           ,SHIMOTSUMA                    ,　　　　　　　　　　,               ,                              ,36.168,139.945,0020,010.0,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40311,鉾田　　　　　　　　,ﾎｺﾀ            ,HOKOTA                        ,　　　　　　　　　　,               ,                              ,36.168,140.527,0032,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40336,つくば　　　　　　　,ﾂｸﾊﾞ           ,TSUKUBA                       ,つくば　　　　　　　,ﾂｸﾊﾞ           ,TSUKUBA                       ,36.057,140.125,0025,010.6,     ,      ,36.057,140.125,0025,2022-10-31,9999-99-99
40406,鹿嶋　　　　　　　　,ｶｼﾏ            ,KASHIMA                       ,　　　　　　　　　　,               ,                              ,35.963,140.622,0037,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
40426,龍ケ崎　　　　　　　,ﾘｭｳｶﾞｻｷ        ,RYUGASAKI                     ,　　　　　　　　　　,               ,                              ,35.890,140.212,0004,009.4,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
41011,那須高原　　　　　　,ﾅｽｺｳｹﾞﾝ        ,NASU-KOGEN                    ,那須高原　　　　　　,ﾅｽｺｳｹﾞﾝ        ,NASU-KOGEN                    ,37.123,140.035,0749,006.6,     ,      ,37.123,140.035,0749,2022-10-31,9999-99-99
41076,五十里　　　　　　　,ｲｶﾘ            ,IKARI                         ,　　　　　　　　　　,               ,                              ,36.922,139.695,0620,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
41091,黒磯　　　　　　　　,ｸﾛｲｿ           ,KUROISO                       ,　　　　　　　　　　,               ,                              ,36.982,140.018,0343,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
41141,大田原　　　　　　　,ｵｵﾀﾜﾗ          ,OTAWARA                       ,　　　　　　　　　　,               ,                              ,36.840,140.035,0188,009.9,     ,      ,      ,       ,    ,2022-10-31,9999-99-99
