Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Start Date,End Date
23321,知内　　　　　　　　,ｼﾘｳﾁ           ,SHIRIUCHI                     ,　　　　　　　　　　,               ,                              ,41.598,140.375,0024,     ,     ,      ,      ,       ,    ,2004-10-01,9999-99-99
23326,木古内　　　　　　　,ｷｺﾅｲ           ,KIKONAI                       ,　　　　　　　　　　,               ,                              ,41.680,140.437,0010,009.9,     ,      ,      ,       ,    ,1975-04-18,9999-99-99
23356,千軒　　　　　　　　,ｾﾝｹﾞﾝ          ,SENGEN                        ,千軒　　　　　　　　,ｾﾝｹﾞﾝ          ,SENGEN                        ,41.558,140.272,0100,     ,     ,      ,41.558,140.272,0100,1978-07-19,9999-99-99
23376,松前　　　　　　　　,ﾏﾂﾏｴ           ,MATSUMAE                      ,　　　　　　　　　　,               ,                              ,41.423,140.087,0030,010.1,     ,      ,      ,       ,    ,1977-10-14,9999-99-99
24041,せたな　　　　　　　,ｾﾀﾅ            ,SETANA                        ,　　　　　　　　　　,               ,                              ,42.450,139.852,0010,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
24051,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,今金　　　　　　　　,ｲﾏｶﾈ           ,IMAKANE                       ,42.428,140.008,0019,010.0,     ,      ,42.428,140.008,0019,1974-11-01,9999-99-99
24101,奥尻　　　　　　　　,ｵｸｼﾘ           ,OKUSHIRI                      ,　　　　　　　　　　,               ,                              ,42.248,139.557,0005,009.9,     ,      ,      ,       ,    ,2000-01-28,9999-99-99
24141,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,熊石　　　　　　　　,ｸﾏｲｼ           ,KUMAISHI                      ,42.128,139.985,0012,010.0,     ,      ,42.128,139.985,0012,1974-11-01,9999-99-99
24156,米岡　　　　　　　　,ﾖﾈｵｶ           ,YONEOKA                       ,　　　　　　　　　　,               ,                              ,42.072,139.432,0049,010.0,     ,      ,      ,       ,    ,2003-01-01,9999-99-99
24166,潮見　　　　　　　　,ｼｵﾐ            ,SHIOMI                        ,　　　　　　　　　　,               ,                              ,42.038,140.088,0050,     ,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
24201,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,鶉　　　　　　　　　,ｳｽﾞﾗ           ,UZURA                         ,41.930,140.312,0053,010.0,     ,      ,41.930,140.312,0053,1977-10-18,9999-99-99
24217,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,江差　　　　　　　　,ｴｻｼ            ,ESASHI                        ,41.867,140.123,0004,019.5,     ,      ,41.867,140.123,0004,1974-11-01,9999-99-99
24236,石崎　　　　　　　　,ｲｼｻﾞｷ          ,ISHIZAKI                      ,　　　　　　　　　　,               ,                              ,41.700,140.028,0005,     ,     ,      ,      ,       ,    ,1977-10-20,9999-99-99
31001,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,大間　　　　　　　　,ｵｵﾏ            ,OMA                           ,41.527,140.912,0014,009.9,     ,      ,41.527,140.912,0014,1975-05-24,9999-99-99
31036,湯野川　　　　　　　,ﾕﾉｶﾜ           ,YUNOKAWA                      ,　　　　　　　　　　,               ,                              ,41.313,140.957,0162,     ,     ,      ,      ,       ,    ,2005-10-21,9999-99-99
31111,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,むつ　　　　　　　　,ﾑﾂ             ,MUTSU                         ,41.283,141.210,0003,011.1,     ,      ,41.283,141.210,0003,1974-11-01,9999-99-99
31121,小田野沢　　　　　　,ｵﾀﾞﾉｻﾜ         ,ODANOSAWA                     ,　　　　　　　　　　,               ,                              ,41.235,141.397,0006,010.0,     ,      ,      ,       ,    ,1976-11-22,9999-99-99
31136,今別　　　　　　　　,ｲﾏﾍﾞﾂ          ,IMABETSU                      ,今別　　　　　　　　,ｲﾏﾍﾞﾂ          ,IMABETSU                      ,41.180,140.482,0030,010.0,     ,      ,41.180,140.482,0030,1975-05-21,9999-99-99
31156,脇野沢　　　　　　　,ﾜｷﾉｻﾜ          ,WAKINOSAWA                    ,脇野沢　　　　　　　,ﾜｷﾉｻﾜ          ,WAKINOSAWA                    ,41.145,140.822,0015,010.0,     ,      ,41.145,140.822,0015,1976-11-25,9999-99-99
31186,市浦　　　　　　　　,ｼｳﾗ            ,SHIURA                        ,　　　　　　　　　　,               ,                              ,41.057,140.347,0020,009.9,     ,      ,      ,       ,    ,1976-11-18,9999-99-99
31201,蟹田　　　　　　　　,ｶﾆﾀ            ,KANITA                        ,　　　　　　　　　　,               ,                              ,41.045,140.633,0005,008.2,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
31296,五所川原　　　　　　,ｺﾞｼｮｶﾞﾜﾗ       ,GOSHOGAWARA                   ,五所川原　　　　　　,ｺﾞｼｮｶﾞﾜﾗ       ,GOSHOGAWARA                   ,40.808,140.458,0009,009.9,     ,      ,40.808,140.458,0009,1975-06-28,9999-99-99
31312,青森　　　　　　　　,ｱｵﾓﾘ           ,AOMORI                        ,青森　　　　　　　　,ｱｵﾓﾘ           ,AOMORI                        ,40.822,140.768,0003,031.8,     ,      ,40.822,140.768,0003,1974-11-01,9999-99-99
31321,大和山　　　　　　　,ﾔﾏﾄﾔﾏ          ,YAMATOYAMA                    ,　　　　　　　　　　,               ,                              ,40.848,140.985,0137,     ,     ,      ,      ,       ,    ,1975-05-24,9999-99-99
31332,野辺地　　　　　　　,ﾉﾍｼﾞ           ,NOHEJI                        ,野辺地　　　　　　　,ﾉﾍｼﾞ           ,NOHEJI                        ,40.885,141.160,0014,010.0,     ,      ,40.885,141.160,0014,2008-11-21,9999-99-99
31336,六ケ所　　　　　　　,ﾛｯｶｼｮ          ,ROKKASHO                      ,　　　　　　　　　　,               ,                              ,40.885,141.272,0080,008.2,     ,      ,      ,       ,    ,1982-09-22,9999-99-99
31366,鰺ケ沢　　　　　　　,ｱｼﾞｶﾞｻﾜ        ,AJIGASAWA                     ,鰺ケ沢　　　　　　　,ｱｼﾞｶﾞｻﾜ        ,AJIGASAWA                     ,40.777,140.205,0040,010.1,     ,      ,40.777,140.205,0040,1974-11-01,9999-99-99
31386,青森大谷　　　　　　,ｱｵﾓﾘｵｵﾀﾆ       ,AOMORI-OTANI                  ,青森大谷　　　　　　,ｱｵﾓﾘｵｵﾀﾆ       ,AOMORI-OTANI                  ,40.733,140.688,0198,010.0,     ,      ,40.733,140.688,0198,2003-01-01,9999-99-99
31411,七戸　　　　　　　　,ｼﾁﾉﾍ           ,SHICHINOHE                    ,　　　　　　　　　　,               ,                              ,40.708,141.128,0057,     ,     ,      ,      ,       ,    ,1977-09-22,9999-99-99
31436,深浦　　　　　　　　,ﾌｶｳﾗ           ,FUKAURA                       ,深浦　　　　　　　　,ﾌｶｳﾗ           ,FUKAURA                       ,40.645,139.932,0066,022.2,     ,      ,40.645,139.932,0066,1974-11-01,9999-99-99
31451,岳　　　　　　　　　,ﾀﾞｹ            ,DAKE                          ,　　　　　　　　　　,               ,                              ,40.628,140.263,0438,     ,     ,      ,      ,       ,    ,1976-07-26,9999-99-99
31461,弘前　　　　　　　　,ﾋﾛｻｷ           ,HIROSAKI                      ,弘前　　　　　　　　,ﾋﾛｻｷ           ,HIROSAKI                      ,40.612,140.455,0030,010.0,     ,      ,40.612,140.455,0030,1974-11-01,9999-99-99
31466,黒石　　　　　　　　,ｸﾛｲｼ           ,KUROISHI                      ,　　　　　　　　　　,               ,                              ,40.667,140.585,0030,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
31482,酸ケ湯　　　　　　　,ｽｶﾕ            ,SUKAYU                        ,酸ケ湯　　　　　　　,ｽｶﾕ            ,SUKAYU                        ,40.648,140.848,0890,010.0,     ,      ,40.648,140.848,0890,1975-11-27,9999-99-99
31506,三沢　　　　　　　　,ﾐｻﾜ            ,MISAWA                        ,　　　　　　　　　　,               ,                              ,40.675,141.375,0039,008.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
31551,大鰐　　　　　　　　,ｵｵﾜﾆ           ,OWANI                         ,　　　　　　　　　　,               ,                              ,40.530,140.555,0063,     ,     ,      ,      ,       ,    ,2010-12-06,9999-99-99
31562,温川　　　　　　　　,ﾇﾙｶﾜ           ,NURUKAWA                      ,　　　　　　　　　　,               ,                              ,40.515,140.783,0404,     ,     ,      ,      ,       ,    ,1983-09-13,9999-99-99
31586,十和田　　　　　　　,ﾄﾜﾀﾞ           ,TOWADA                        ,十和田　　　　　　　,ﾄﾜﾀﾞ           ,TOWADA                        ,40.607,141.233,0055,010.0,     ,      ,40.607,141.233,0055,1974-11-01,9999-99-99
31602,八戸　　　　　　　　,ﾊﾁﾉﾍ           ,HACHINOHE                     ,八戸　　　　　　　　,ﾊﾁﾉﾍ           ,HACHINOHE                     ,40.527,141.522,0027,027.5,     ,      ,40.527,141.522,0027,1974-11-01,9999-99-99
31646,碇ケ関　　　　　　　,ｲｶﾘｶﾞｾｷ        ,IKARIGASEKI                   ,碇ケ関　　　　　　　,ｲｶﾘｶﾞｾｷ        ,IKARIGASEKI                   ,40.482,140.620,0135,010.1,     ,      ,40.482,140.620,0135,1974-11-01,9999-99-99
31662,休屋　　　　　　　　,ﾔｽﾐﾔ           ,YASUMIYA                      ,　　　　　　　　　　,               ,                              ,40.427,140.898,0414,010.0,     ,      ,      ,       ,    ,1982-10-15,9999-99-99
31671,戸来　　　　　　　　,ﾍﾗｲ            ,HERAI                         ,　　　　　　　　　　,               ,                              ,40.468,141.177,0125,     ,     ,      ,      ,       ,    ,1978-08-21,9999-99-99
31721,三戸　　　　　　　　,ｻﾝﾉﾍ           ,SANNOHE                       ,三戸　　　　　　　　,ｻﾝﾉﾍ           ,SANNOHE                       ,40.383,141.257,0060,009.9,     ,      ,40.383,141.257,0060,1974-11-01,9999-99-99
32056,八森　　　　　　　　,ﾊﾁﾓﾘ           ,HACHIMORI                     ,　　　　　　　　　　,               ,                              ,40.413,139.948,0034,010.1,     ,      ,      ,       ,    ,1975-05-24,9999-99-99
32071,藤里　　　　　　　　,ﾌｼﾞｻﾄ          ,FUJISATO                      ,　　　　　　　　　　,               ,                              ,40.320,140.293,0068,     ,     ,      ,      ,       ,    ,1978-08-22,9999-99-99
32091,陣場　　　　　　　　,ｼﾞﾝﾊﾞ          ,JIMBA                         ,　　　　　　　　　　,               ,                              ,40.415,140.610,0218,     ,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
32096,藤原　　　　　　　　,ﾌｼﾞﾜﾗ          ,FUJIWARA                      ,　　　　　　　　　　,               ,                              ,40.353,140.780,0280,     ,     ,      ,      ,       ,    ,1983-09-21,9999-99-99
32111,能代　　　　　　　　,ﾉｼﾛ            ,NOSHIRO                       ,能代　　　　　　　　,ﾉｼﾛ            ,NOSHIRO                       ,40.198,140.032,0006,019.0,     ,      ,40.198,140.032,0006,1974-11-01,9999-99-99
32126,鷹巣　　　　　　　　,ﾀｶﾉｽ           ,TAKANOSU                      ,鷹巣　　　　　　　　,ﾀｶﾉｽ           ,TAKANOSU                      ,40.227,140.372,0029,010.3,     ,      ,40.227,140.372,0029,1974-11-01,9999-99-99
32136,大館　　　　　　　　,ｵｵﾀﾞﾃ          ,ODATE                         ,　　　　　　　　　　,               ,                              ,40.252,140.505,0049,010.0,     ,      ,      ,       ,    ,1975-04-01,9999-99-99
32146,鹿角　　　　　　　　,ｶﾂﾞﾉ           ,KAZUNO                        ,鹿角　　　　　　　　,ｶﾂﾞﾉ           ,KAZUNO                        ,40.215,140.787,0123,010.0,     ,      ,40.215,140.787,0123,1974-11-01,9999-99-99
32181,脇神　　　　　　　　,ﾜｷｶﾞﾐ          ,WAKIGAMI                      ,　　　　　　　　　　,               ,                              ,40.192,140.372,0084,010.0,     ,      ,      ,       ,    ,2003-01-01,9999-99-99
32206,湯瀬　　　　　　　　,ﾕｾﾞ            ,YUZE                          ,　　　　　　　　　　,               ,                              ,40.120,140.840,0214,009.9,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
32266,八幡平　　　　　　　,ﾊﾁﾏﾝﾀｲ         ,HACHIMANTAI                   ,　　　　　　　　　　,               ,                              ,40.013,140.802,0578,009.9,     ,      ,      ,       ,    ,1978-10-31,9999-99-99
32276,男鹿真山　　　　　　,ｵｶﾞｼﾝｻﾞﾝ       ,OGASHINZAN                    ,　　　　　　　　　　,               ,                              ,39.938,139.782,0084,     ,     ,      ,      ,       ,    ,1985-06-11,9999-99-99
32286,男鹿　　　　　　　　,ｵｶﾞ            ,OGA                           ,　　　　　　　　　　,               ,                              ,39.912,139.900,0020,006.4,     ,      ,      ,       ,    ,1975-05-23,9999-99-99
32287,大潟　　　　　　　　,ｵｵｶﾞﾀ          ,OGATA                         ,　　　　　　　　　　,               ,                              ,40.000,139.950,-003,010.0,     ,      ,      ,       ,    ,1977-03-29,9999-99-99
32296,五城目　　　　　　　,ｺﾞｼﾞｮｳﾒ        ,GOJOME                        ,五城目　　　　　　　,ｺﾞｼﾞｮｳﾒ        ,GOJOME                        ,39.938,140.115,0006,006.4,     ,      ,39.938,140.115,0006,1974-11-01,9999-99-99
32311,阿仁合　　　　　　　,ｱﾆｱｲ           ,ANIAI                         ,阿仁合　　　　　　　,ｱﾆｱｲ           ,ANIAI                         ,39.993,140.403,0120,006.5,     ,      ,39.993,140.403,0120,1976-12-07,9999-99-99
32312,比立内　　　　　　　,ﾋﾀﾁﾅｲ          ,HITACHINAI                    ,　　　　　　　　　　,               ,                              ,39.903,140.450,0210,     ,     ,      ,      ,       ,    ,1976-09-21,9999-99-99
32376,桧木内　　　　　　　,ﾋﾉｷﾅｲ          ,HINOKINAI                     ,　　　　　　　　　　,               ,                              ,39.812,140.585,0255,     ,     ,      ,      ,       ,    ,1978-10-12,9999-99-99
32402,秋田　　　　　　　　,ｱｷﾀ            ,AKITA                         ,秋田　　　　　　　　,ｱｷﾀ            ,AKITA                         ,39.717,140.098,0006,040.8,     ,      ,39.717,140.098,0006,1974-11-01,9999-99-99
32407,岩見三内　　　　　　,ｲﾜﾐｻﾝﾅｲ        ,IWAMISANNAI                   ,　　　　　　　　　　,               ,                              ,39.707,140.287,0041,010.1,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
32408,仁別　　　　　　　　,ﾆﾍﾞﾂ           ,NIBETSU                       ,　　　　　　　　　　,               ,                              ,39.800,140.217,0179,     ,     ,      ,      ,       ,    ,1985-06-14,9999-99-99
32426,鎧畑　　　　　　　　,ﾖﾛｲﾊﾞﾀ         ,YOROIBATA                     ,　　　　　　　　　　,               ,                              ,39.775,140.665,0281,     ,     ,      ,      ,       ,    ,1977-07-05,9999-99-99
32431,田沢湖高原　　　　　,ﾀｻﾞﾜｺｺｳｹﾞﾝ     ,TAZAWAKO-KOGEN                ,　　　　　　　　　　,               ,                              ,39.778,140.762,0652,     ,     ,      ,      ,       ,    ,2014-08-29,9999-99-99
32451,雄和　　　　　　　　,ﾕｳﾜ            ,YUWA                          ,雄和　　　　　　　　,ﾕｳﾜ            ,YUWA                          ,39.615,140.218,0093,010.0,     ,      ,39.615,140.218,0093,2003-01-01,9999-99-99
32466,角館　　　　　　　　,ｶｸﾉﾀﾞﾃ         ,KAKUNODATE                    ,角館　　　　　　　　,ｶｸﾉﾀﾞﾃ         ,KAKUNODATE                    ,39.603,140.557,0056,010.0,     ,      ,39.603,140.557,0056,1974-11-01,9999-99-99
32476,田沢湖　　　　　　　,ﾀｻﾞﾜｺ          ,TAZAWA-KO                     ,　　　　　　　　　　,               ,                              ,39.698,140.732,0230,006.4,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
32496,大正寺　　　　　　　,ﾀﾞｲｼｮｳｼﾞ       ,DAISHOJI                      ,大正寺　　　　　　　,ﾀﾞｲｼｮｳｼﾞ       ,DAISHOJI                      ,39.527,140.233,0020,006.5,     ,      ,39.527,140.233,0020,1975-05-27,9999-99-99
32551,大曲　　　　　　　　,ｵｵﾏｶﾞﾘ         ,OMAGARI                       ,　　　　　　　　　　,               ,                              ,39.490,140.495,0030,009.9,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
32571,本荘　　　　　　　　,ﾎﾝｼﾞｮｳ         ,HONJO                         ,本荘　　　　　　　　,ﾎﾝｼﾞｮｳ         ,HONJO                         ,39.360,140.055,0011,006.4,     ,      ,39.360,140.055,0011,1974-11-01,9999-99-99
32581,東由利　　　　　　　,ﾋｶﾞｼﾕﾘ         ,HIGASHIYURI                   ,　　　　　　　　　　,               ,                              ,39.305,140.288,0117,010.0,     ,      ,      ,       ,    ,1976-11-17,9999-99-99
32596,横手　　　　　　　　,ﾖｺﾃ            ,YOKOTE                        ,横手　　　　　　　　,ﾖｺﾃ            ,YOKOTE                        ,39.320,140.555,0059,009.9,     ,      ,39.320,140.555,0059,1974-11-01,9999-99-99
32616,にかほ　　　　　　　,ﾆｶﾎ            ,NIKAHO                        ,　　　　　　　　　　,               ,                              ,39.255,139.913,0007,010.1,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
32626,矢島　　　　　　　　,ﾔｼﾏ            ,YASHIMA                       ,矢島　　　　　　　　,ﾔｼﾏ            ,YASHIMA                       ,39.235,140.137,0046,010.0,     ,      ,39.235,140.137,0046,1974-11-01,9999-99-99
32681,笹子　　　　　　　　,ｼﾞﾈｺﾞ          ,JINEGO                        ,　　　　　　　　　　,               ,                              ,39.102,140.287,0223,     ,     ,      ,      ,       ,    ,1983-09-14,9999-99-99
32691,湯沢　　　　　　　　,ﾕｻﾞﾜ           ,YUZAWA                        ,湯沢　　　　　　　　,ﾕｻﾞﾜ           ,YUZAWA                        ,39.187,140.463,0074,009.9,     ,      ,39.187,140.463,0074,1974-11-01,9999-99-99
32701,東成瀬　　　　　　　,ﾋｶﾞｼﾅﾙｾ        ,HIGASHINARUSE                 ,　　　　　　　　　　,               ,                              ,39.178,140.648,0191,     ,     ,      ,      ,       ,    ,1976-07-27,9999-99-99
32771,湯の岱　　　　　　　,ﾕﾉﾀｲ           ,YUNOTAI                       ,湯の岱　　　　　　　,ﾕﾉﾀｲ           ,YUNOTAI                       ,38.960,140.528,0335,006.5,     ,      ,38.960,140.528,0335,1974-11-01,9999-99-99
33006,種市　　　　　　　　,ﾀﾈｲﾁ           ,TANEICHI                      ,　　　　　　　　　　,               ,                              ,40.403,141.700,0070,006.4,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33026,軽米　　　　　　　　,ｶﾙﾏｲ           ,KARUMAI                       ,　　　　　　　　　　,               ,                              ,40.325,141.467,0148,009.9,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33071,二戸　　　　　　　　,ﾆﾉﾍ            ,NINOHE                        ,二戸　　　　　　　　,ﾆﾉﾍ            ,NINOHE                        ,40.298,141.298,0087,006.5,     ,      ,40.298,141.298,0087,1974-11-01,9999-99-99
33086,大野　　　　　　　　,ｵｵﾉ            ,ONO                           ,　　　　　　　　　　,               ,                              ,40.282,141.667,0200,     ,     ,      ,      ,       ,    ,1975-05-23,9999-99-99
33136,山形　　　　　　　　,ﾔﾏｶﾞﾀ          ,YAMAGATA                      ,　　　　　　　　　　,               ,                              ,40.148,141.572,0290,010.0,     ,      ,      ,       ,    ,1977-10-31,9999-99-99
33146,久慈　　　　　　　　,ｸｼﾞ            ,KUJI                          ,久慈　　　　　　　　,ｸｼﾞ            ,KUJI                          ,40.168,141.748,0013,009.9,     ,      ,40.168,141.748,0013,1974-11-01,9999-99-99
33166,荒屋　　　　　　　　,ｱﾗﾔ            ,ARAYA                         ,　　　　　　　　　　,               ,                              ,40.103,141.050,0290,010.1,     ,      ,      ,       ,    ,1976-11-18,9999-99-99
33176,奥中山　　　　　　　,ｵｸﾅｶﾔﾏ         ,OKUNAKAYAMA                   ,奥中山　　　　　　　,ｵｸﾅｶﾔﾏ         ,OKUNAKAYAMA                   ,40.060,141.225,0430,010.0,     ,      ,40.060,141.225,0430,1977-10-27,9999-99-99
33186,葛巻　　　　　　　　,ｸｽﾞﾏｷ          ,KUZUMAKI                      ,葛巻　　　　　　　　,ｸｽﾞﾏｷ          ,KUZUMAKI                      ,40.040,141.457,0418,010.0,     ,      ,40.040,141.457,0418,1974-11-01,9999-99-99
33201,下戸鎖　　　　　　　,ｼﾓﾄｸｻﾘ         ,SHIMOTOKUSARI                 ,　　　　　　　　　　,               ,                              ,40.085,141.712,0232,     ,     ,      ,      ,       ,    ,1978-12-21,9999-99-99
33206,普代　　　　　　　　,ﾌﾀﾞｲ           ,FUDAI                         ,　　　　　　　　　　,               ,                              ,40.003,141.883,0008,009.3,     ,      ,      ,       ,    ,1976-11-22,9999-99-99
33226,岩手松尾　　　　　　,ｲﾜﾃﾏﾂｵ         ,IWATE-MATSUO                  ,岩手松尾　　　　　　,ｲﾜﾃﾏﾂｵ         ,IWATE-MATSUO                  ,39.952,141.065,0275,009.9,     ,      ,39.952,141.065,0275,1974-11-01,9999-99-99
33231,一方井　　　　　　　,ｲｯｶﾀｲ          ,IKKATAI                       ,　　　　　　　　　　,               ,                              ,39.973,141.167,0285,     ,     ,      ,      ,       ,    ,2014-09-03,9999-99-99
33296,好摩　　　　　　　　,ｺｳﾏ            ,KOMA                          ,　　　　　　　　　　,               ,                              ,39.868,141.167,0205,010.0,     ,      ,      ,       ,    ,1975-05-22,9999-99-99
33326,岩泉　　　　　　　　,ｲﾜｲｽﾞﾐ         ,IWAIZUMI                      ,岩泉　　　　　　　　,ｲﾜｲｽﾞﾐ         ,IWAIZUMI                      ,39.847,141.795,0105,009.9,     ,      ,39.847,141.795,0105,1974-11-01,9999-99-99
33336,小本　　　　　　　　,ｵﾓﾄ            ,OMOTO                         ,　　　　　　　　　　,               ,                              ,39.847,141.963,0003,010.0,     ,      ,      ,       ,    ,1977-10-26,9999-99-99
33351,葛根田　　　　　　　,ｶｯｺﾝﾀﾞ         ,KAKKONDA                      ,　　　　　　　　　　,               ,                              ,39.777,140.945,0350,     ,     ,      ,      ,       ,    ,1977-07-05,9999-99-99
33361,滝沢　　　　　　　　,ﾀｷｻﾞﾜ          ,TAKIZAWA                      ,　　　　　　　　　　,               ,                              ,39.780,141.097,0210,     ,     ,      ,      ,       ,    ,2005-10-21,9999-99-99
33371,薮川　　　　　　　　,ﾔﾌﾞｶﾜ          ,YABUKAWA                      ,　　　　　　　　　　,               ,                              ,39.783,141.328,0680,009.9,     ,      ,      ,       ,    ,1975-11-13,9999-99-99
33421,雫石　　　　　　　　,ｼｽﾞｸｲｼ         ,SHIZUKUISHI                   ,雫石　　　　　　　　,ｼｽﾞｸｲｼ         ,SHIZUKUISHI                   ,39.697,140.975,0195,008.5,     ,      ,39.697,140.975,0195,1974-11-01,9999-99-99
33431,盛岡　　　　　　　　,ﾓﾘｵｶ           ,MORIOKA                       ,盛岡　　　　　　　　,ﾓﾘｵｶ           ,MORIOKA                       ,39.698,141.165,0155,015.5,     ,      ,39.698,141.165,0155,1974-11-01,9999-99-99
33441,区界　　　　　　　　,ｸｻﾞｶｲ          ,KUZAKAI                       ,区界　　　　　　　　,ｸｻﾞｶｲ          ,KUZAKAI                       ,39.650,141.353,0734,010.0,     ,      ,39.650,141.353,0734,1974-11-01,9999-99-99
33472,宮古　　　　　　　　,ﾐﾔｺ            ,MIYAKO                        ,宮古　　　　　　　　,ﾐﾔｺ            ,MIYAKO                        ,39.647,141.965,0043,020.3,     ,      ,39.647,141.965,0043,1974-11-01,9999-99-99
33486,沢内　　　　　　　　,ｻﾜｳﾁ           ,SAWAUCHI                      ,　　　　　　　　　　,               ,                              ,39.548,140.843,0407,009.9,     ,      ,      ,       ,    ,2017-07-11,9999-99-99
33501,紫波　　　　　　　　,ｼﾜ             ,SHIWA                         ,　　　　　　　　　　,               ,                              ,39.547,141.127,0125,010.0,     ,      ,      ,       ,    ,1976-11-30,9999-99-99
33526,川井　　　　　　　　,ｶﾜｲ            ,KAWAI                         ,　　　　　　　　　　,               ,                              ,39.598,141.682,0192,006.5,     ,      ,      ,       ,    ,1977-12-02,9999-99-99
33566,豊沢　　　　　　　　,ﾄﾖｻﾜ           ,TOYOSAWA                      ,　　　　　　　　　　,               ,                              ,39.480,140.968,0300,     ,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33576,花巻　　　　　　　　,ﾊﾅﾏｷ           ,HANAMAKI                      ,花巻　　　　　　　　,ﾊﾅﾏｷ           ,HANAMAKI                      ,39.428,141.135,0090,010.0,     ,      ,39.428,141.135,0090,1974-11-01,9999-99-99
33581,大迫　　　　　　　　,ｵｵﾊｻﾏ          ,OHASAMA                       ,　　　　　　　　　　,               ,                              ,39.470,141.278,0150,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33596,附馬牛　　　　　　　,ﾂｷﾓｳｼ          ,TSUKIMOSHI                    ,　　　　　　　　　　,               ,                              ,39.457,141.507,0440,     ,     ,      ,      ,       ,    ,2005-10-27,9999-99-99
33611,大槌　　　　　　　　,ｵｵﾂﾁ           ,OTSUCHI                       ,　　　　　　　　　　,               ,                              ,39.438,141.807,0120,     ,     ,      ,      ,       ,    ,2000-11-17,9999-99-99
33616,山田　　　　　　　　,ﾔﾏﾀﾞ           ,YAMADA                        ,　　　　　　　　　　,               ,                              ,39.450,141.957,0024,006.5,     ,      ,      ,       ,    ,1975-05-22,9999-99-99
33631,湯田　　　　　　　　,ﾕﾀﾞ            ,YUDA                          ,湯田　　　　　　　　,ﾕﾀﾞ            ,YUDA                          ,39.310,140.777,0250,009.9,     ,      ,39.310,140.777,0250,1974-11-01,9999-99-99
33671,遠野　　　　　　　　,ﾄｵﾉ            ,TOONO                         ,遠野　　　　　　　　,ﾄｵﾉ            ,TOONO                         ,39.338,141.543,0275,010.1,     ,      ,39.338,141.543,0275,1974-11-01,9999-99-99
33711,金ケ崎　　　　　　　,ｶﾈｶﾞｻｷ         ,KANEGASAKI                    ,　　　　　　　　　　,               ,                              ,39.225,141.015,0170,     ,     ,      ,      ,       ,    ,2005-10-19,9999-99-99
33716,北上　　　　　　　　,ｷﾀｶﾐ           ,KITAKAMI                      ,北上　　　　　　　　,ｷﾀｶﾐ           ,KITAKAMI                      ,39.288,141.110,0061,006.4,     ,      ,39.288,141.110,0061,1976-12-04,9999-99-99
33726,米里　　　　　　　　,ﾖﾈｻﾄ           ,YONESATO                      ,　　　　　　　　　　,               ,                              ,39.233,141.310,0170,     ,     ,      ,      ,       ,    ,1976-09-09,9999-99-99
33751,釜石　　　　　　　　,ｶﾏｲｼ           ,KAMAISHI                      ,　　　　　　　　　　,               ,                              ,39.270,141.878,0005,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33776,若柳　　　　　　　　,ﾜｶﾔﾅｷﾞ         ,WAKAYANAGI                    ,　　　　　　　　　　,               ,                              ,39.140,141.063,0097,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33781,江刺　　　　　　　　,ｴｻｼ            ,ESASHI                        ,　　　　　　　　　　,               ,                              ,39.183,141.162,0042,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
33801,住田　　　　　　　　,ｽﾐﾀ            ,SUMITA                        ,　　　　　　　　　　,               ,                              ,39.142,141.573,0080,010.0,     ,      ,      ,       ,    ,1977-10-20,9999-99-99
33831,祭畤　　　　　　　　,ﾏﾂﾙﾍﾞ          ,MATSURUBE                     ,祭畤　　　　　　　　,ﾏﾂﾙﾍﾞ          ,MATSURUBE                     ,39.012,140.865,0350,     ,     ,      ,39.012,140.865,0350,1975-05-21,9999-99-99
